Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Thamusida | Morocco | Archaeolist,/sites/morocco/thamusida,2,2,1,13,7,0,0
Thandlät | Canada | Archaeolist,/sites/canada/thandlat,2,2,1,0.5,4,0,0
The Ridgeway | United Kingdom | Archaeolist,/sites/united-kingdom/the-ridgeway,2,2,1,8,5,0,0
The Sanctuary | United Kingdom | Archaeolist,/sites/united-kingdom/the-sanctuary,2,2,1,0,7,0,0
Thinis | Egypt | Archaeolist,/sites/egypt/thinis,2,2,1,6.5,8,0,0
Thracian Tomb of Kazanlak | Bulgaria | Archaeolist,/sites/bulgaria/thracian-tomb-of-kazanlak,2,2,1,5,7,0,0
Thracian tomb Golyama Arsenalka | Bulgaria | Archaeolist,/sites/bulgaria/thracian-tomb-golyama-arsenalka,2,2,1,12,4,0,0
Thracian tomb Helvetia | Bulgaria | Archaeolist,/sites/bulgaria/thracian-tomb-helvetia,2,2,1,0,6,0,0
Timna Valley | Israel | Archaeolist,/sites/israel/timna-valley,2,2,1,27.5,7,0,0
Timnah | Israel | Archaeolist,/sites/israel/timnah,2,2,1,6,7,0,0
Tinnis | Egypt | Archaeolist,/sites/egypt/tinnis,2,2,1,0,7,0,0
Tobna | Algeria | Archaeolist,/sites/algeria/tobna,2,2,1,10,7,0,0
Tomb of Seuthes III | Bulgaria | Archaeolist,/sites/bulgaria/tomb-of-seuthes-iii,2,2,1,0,7,0,0
Torre del Greco | Italy | Archaeolist,/sites/italy/torre-del-greco,2,2,1,17.5,8,0,0
Torwoodlee Broch | United Kingdom | Archaeolist,/sites/united-kingdom/torwoodlee-broch,2,2,1,0,6,0,0
Tr'ochëk | Canada | Archaeolist,/sites/canada/trochek,2,2,1,0,6,0,0
Triquet Island | Canada | Archaeolist,/sites/canada/triquet-island,2,2,1,14,8,0,0
Troldborg Ring | Denmark | Archaeolist,/sites/denmark/troldborg-ring,2,2,1,12,4,0,0
Trusty's Hill | United Kingdom | Archaeolist,/sites/united-kingdom/trustys-hill,2,2,1,0,6,0,0
Tsebelda fortress | Georgia (country) | Archaeolist,/sites/georgia-country/tsebelda-fortress,2,1,2,9,4,0,0
Tsodilo | Botswana | Archaeolist,/sites/botswana/tsodilo,2,2,1,0,6,0,0
Tulor | Chile | Archaeolist,/sites/chile/tulor,2,2,1,0,7,0,0
Tumebamba | Ecuador | Archaeolist,/sites/ecuador/tumebamba,2,2,1,0,6,0,0
Tymion | Turkey | Archaeolist,/sites/turkey/tymion,2,2,1,1,9,0,0
Ucanal | Guatemala | Archaeolist,/sites/guatemala/ucanal,2,2,1,18,8,0,0
Udayagiri Caves | India | Archaeolist,/sites/india/udayagiri-caves,2,2,1,0,6,0,0
Ukonkivi | Finland | Archaeolist,/sites/finland/ukonkivi,2,2,1,1,4,0,0
Ulug Depe | Turkmenistan | Archaeolist,/sites/turkmenistan/ulug-depe,2,2,1,1.5,8,0,0
Umm al-Zaytun | Syria | Archaeolist,/sites/syria/umm-al-zaytun,2,2,1,15,4,0,0
Umm el-Umdan | Israel | Archaeolist,/sites/israel/umm-el-umdan,2,2,1,3,2,0,0
Upper Iowa River Oneota site complex | United States | Archaeolist,/sites/united-states/upper-iowa-river-oneota-site-complex,2,2,1,0.5,8,0,0
Vale Royal Abbey | United Kingdom | Archaeolist,/sites/united-kingdom/vale-royal-abbey,2,2,1,44.5,8,0,0
Valongo Wharf | Brazil | Archaeolist,/sites/brazil/valongo-wharf,2,2,1,16.5,5,0,0
"Varna, Bulgaria | Bulgaria | Archaeolist",/sites/bulgaria/varna-bulgaria,2,2,1,8,4,0,0
Veldwezelt-Hezerwater | Belgium | Archaeolist,/sites/belgium/veldwezelt-hezerwater,2,1,2,0,5,0,0
Veliki Preslav | Bulgaria | Archaeolist,/sites/bulgaria/veliki-preslav,2,2,1,32.5,5,0,0
Venezuela Archaeological Sites | Archaeolist,/sites/venezuela,2,2,1,12,9,0,0
Ventanillas de Otuzco | Cajamarca Region | Archaeolist,/sites/cajamarca-region/ventanillas-de-otuzco,2,2,1,0,6,0,0
Verlamion | United Kingdom | Archaeolist,/sites/united-kingdom/verlamion,2,2,1,0,6,0,0
Viciana | Kosovo | Archaeolist,/sites/kosovo/viciana,2,1,2,271,7,0,0
Vijayalaya Choleeswaram | India | Archaeolist,/sites/india/vijayalaya-choleeswaram,2,2,1,17.5,9,0,0
Vijayanagara | India | Archaeolist,/sites/india/vijayanagara,2,2,1,3.5,8,0,0
Ville-ès-Nouaux | Jersey | Archaeolist,/sites/jersey/ville-es-nouaux,2,2,1,0.5,9,0,0
Virunum | Austria | Archaeolist,/sites/austria/virunum,2,3,0.6666666666666666,0,8,0,0
Wadi Kubbaniya | Egypt | Archaeolist,/sites/egypt/wadi-kubbaniya,2,2,1,13,8,0,0
Wadi Mathendous | Libya | Archaeolist,/sites/libya/wadi-mathendous,2,2,1,2.5,7,0,0
Walraversijde | Belgium | Archaeolist,/sites/belgium/walraversijde,2,2,1,3,4,0,0
"Walterdale, Edmonton | Canada | Archaeolist",/sites/canada/walterdale-edmonton,2,2,1,0,7,0,0
"Wamanmarka, Lima | Lima Region | Archaeolist",/sites/lima-region/wamanmarka-lima,2,2,1,5.5,10,0,0
Waraqayuq | Ancash Region | Archaeolist,/sites/ancash-region/waraqayuq,2,2,1,27,5,0,0
Wat Phaya Mangrai | Thailand | Archaeolist,/sites/thailand/wat-phaya-mangrai,2,2,1,0,6,0,0
Waulud's Bank | United Kingdom | Archaeolist,/sites/united-kingdom/wauluds-bank,2,2,1,10,8,0,0
Weiyang Palace | China | Archaeolist,/sites/china/weiyang-palace,2,2,1,36,8,0,0
Whitewater (POW camp) | Canada | Archaeolist,/sites/canada/whitewater-pow-camp,2,2,1,37,8,0,0
Wilcahuaín | Ancash Region | Archaeolist,/sites/ancash-region/wilcahuain,2,2,1,5,4,0,0
Willendorf in der Wachau | Austria | Archaeolist,/sites/austria/willendorf-in-der-wachau,2,2,1,1.5,5,0,0
Woodland Caribou Provincial Park | Canada | Archaeolist,/sites/canada/woodland-caribou-provincial-park,2,2,1,0,6,0,0
Writing-on-Stone Provincial Park | Canada | Archaeolist,/sites/canada/writing-on-stone-provincial-park,2,2,1,12,8,0,0
Xihuacan | Mexico | Archaeolist,/sites/mexico/xihuacan,2,2,1,0,6,0,0
Xpuhil | Mexico | Archaeolist,/sites/mexico/xpuhil,2,2,1,3,9,0,0
Xumishan Grottoes | China | Archaeolist,/sites/china/xumishan-grottoes,2,2,1,0,6,0,0
Yanzi's Tomb | China | Archaeolist,/sites/china/yanzis-tomb,2,2,1,22,5,0,0
Yaynu | Ancash Region | Archaeolist,/sites/ancash-region/yaynu,2,2,1,0,6,0,0
Ye (Hebei) | China | Archaeolist,/sites/china/ye-hebei,2,3,0.6666666666666666,21,8,0,0
Yererouk | Armenia | Archaeolist,/sites/armenia/yererouk,2,2,1,0,6,0,0
Yinqueshan Han Tombs Bamboo Slips Museum | China | Archaeolist,/sites/china/yinqueshan-han-tombs-bamboo-slips-museum,2,3,0.6666666666666666,7,8,0,0
Zabala (Sumer) | Iraq | Archaeolist,/sites/iraq/zabala-sumer,2,2,1,0.5,9,0,0
Zawyet Umm El Rakham | Egypt | Archaeolist,/sites/egypt/zawyet-umm-el-rakham,2,2,1,7,8,0,0
Zawyet el-Maiyitin | Egypt | Archaeolist,/sites/egypt/zawyet-el-maiyitin,2,2,1,10,8,0,0
Ziwa | Zimbabwe | Archaeolist,/sites/zimbabwe/ziwa,2,1,2,25,7,0,0
Zuojiang Huashan Rock Art | China | Archaeolist,/sites/china/zuojiang-huashan-rock-art,2,2,1,0,6,0,0
Zvenyhorod | Ukraine | Archaeolist,/sites/ukraine/zvenyhorod,2,2,1,7,6,0,0
"Ñawpallaqta, Fajardo | Ayacucho Region | Archaeolist",/sites/ayacucho-region/nawpallaqta-fajardo,2,2,1,0,7,0,0
Ōdai Yamamoto I Site | Japan | Archaeolist,/sites/japan/odai-yamamoto-i-site,2,2,1,0,7,0,0
Археологически обекти в България | Археолист,/sites/bulgaria,2,1,2,14,2,0,0
مقبره حجره‌ای سرخ‌ده | ایران | باستان‌شناس,/sites/iran/sorkh-deh-chamber-tomb,2,1,2,0,4,0,0
考古学家,/,2,4,0.5,87.25,11,0,0
(not set),/sites/algeria/sidi-brahim,1,1,1,4,1,0,0
(not set),/sites/egypt/nitria-monastic-site,1,1,1,5,1,0,0
(not set),/sites/finland/sammallahdenmaki,1,1,1,4,1,0,0
(not set),/sites/ghana,1,1,1,24,1,0,0
404: This page could not be found.,/sites/apurímac-region,1,1,1,0,3,0,0
404: This page could not be found.,/sites/apurímac-region/muyu-muyu,1,1,1,0,4,0,0
404: This page could not be found.,/sites/egypt/ancient-thebes-with-its-necropolis,1,2,0.5,2,5,0,0
404: This page could not be found.,/sites/indonesia/gedong songo,1,1,1,0,5,0,0
404: This page could not be found.,/sites/kosovo (ka listë dhe hartë të vendeve kryesore,1,1,1,1,4,0,0
404: This page could not be found.,/sites/mali,1,1,1,7,4,0,0
404: This page could not be found.,/sites/united-states,1,1,1,5,3,0,0
Aadloun | Lebanon | Archaeolist,/sites/lebanon/aadloun,1,1,1,33,4,0,0
Abbeville | France | Archaeolist,/sites/france/abbeville,1,1,1,39,4,0,0
Aboccis | Egypt | Archaeolist,/sites/egypt/aboccis,1,1,1,0,3,0,0
Abyaneh | Iran | Archaeolist,/sites/iran/abyaneh,1,1,1,2,5,0,0
"Abydos, Egypt | Egypt | Archaeolist",/sites/egypt/abydos-egypt,1,1,1,0,3,0,0
Acemhöyük | Turkey | Archaeolist,/sites/turkey/acemhoyuk,1,1,1,1,1,0,0
Achir | Algeria | Archaeolist,/sites/algeria/achir,1,1,1,0,3,0,0
Ackling Dyke | United Kingdom | Archaeolist,/sites/united-kingdom/ackling-dyke,1,1,1,0,3,0,0
Actium | Greece | Archaeolist,/sites/greece/actium,1,1,1,3,4,0,0
Actun Tunichil Muknal | Belize | Archaeolist,/sites/belize/actun-tunichil-muknal,1,1,1,0,3,0,0
Adullam-France Park | Israel | Archaeolist,/sites/israel/adullam-france-park,1,1,1,22,1,0,0
Aeclanum | Italy | Archaeolist,/sites/italy/aeclanum,1,1,1,0,4,0,0
Afrasiyab (Szamarkand) | Üzbegisztán | Régész,/sites/uzbekistan/afrasiyab-samarkand,1,1,1,0,3,0,0
"Agarak, Aragatsotn | Armenia | Archaeolist",/sites/armenia/agarak-aragatsotn,1,1,1,0,3,0,0
Aggersborg | Denmark | Archaeolist,/sites/denmark/aggersborg,1,1,1,0,3,0,0
Agrigento | Italy | Archaeolist,/sites/italy/agrigento,1,1,1,4,5,0,0
Agrour Amogjar | Mauritania | Archeolista,/sites/mauritania/agrour-amogjar,1,1,1,0,5,0,0
Aguazuque | Colombia | Archaeolist,/sites/colombia/aguazuque,1,1,1,0,3,0,0
Ahin Posh | Afghanistan | Archaeolist,/sites/afghanistan/ahin-posh,1,1,1,2,1,0,0
Ahu Akivi | Chile | Archaeolist,/sites/chile/ahu-akivi,1,1,1,0,4,0,0
Aiadava | Romania | Archaeolist,/sites/romania/aiadava,1,1,1,0,3,0,0
Aigai (Aeolis) | Turkey | Archaeolist,/sites/turkey/aigai-aeolis,1,1,1,1,4,0,0
Ain Dara (archaeological site) | Syria | Archaeolist,/sites/syria/ain-dara-archaeological-site,1,1,1,6,3,0,0
Ajina Tepe | Tajikistan | Archaeolist,/sites/tajikistan/ajina-tepe,1,1,1,0,3,0,0
Akhmim | Egypt | Archaeolist,/sites/egypt/akhmim,1,1,1,10,1,0,0
Akhsikath | Uzbekistan | Archaeolist,/sites/uzbekistan/akhsikath,1,1,1,5,2,0,0
Akrai | Italy | Archaeolist,/sites/italy/akrai,1,1,1,0,3,0,0
Akrillai | Italy | Archaeolist,/sites/italy/akrillai,1,1,1,536,4,0,0
Al Khor Island | Qatar | Archaeolist,/sites/qatar/al-khor-island,1,1,1,26,4,0,0
Al Sufouh Archaeological Site | the United Arab Emirates | Archaeolist,/sites/the-united-arab-emirates/al-sufouh-archaeological-site,1,1,1,76,4,0,0
Al-Amqat | Oman | Archaeolist,/sites/oman/al-amqat,1,1,1,1,4,0,0
Al-Aryam Island | the United Arab Emirates | Archaeolist,/sites/the-united-arab-emirates/al-aryam-island,1,1,1,0,3,0,0
Al-‘Ula | Saudi Arabia | Archaeolist,/sites/saudi-arabia/al-ula,1,1,1,0,3,0,0
"Alaminos, Cyprus | Cyprus | Archaeolist",/sites/cyprus/alaminos-cyprus,1,1,1,0,3,0,0
Alampra | Cyprus | Archaeolist,/sites/cyprus/alampra,1,1,1,0,3,0,0
Alassa | Cyprus | Archaeolist,/sites/cyprus/alassa,1,1,1,0,3,0,0
"Alby, Öland | Sweden | Archaeolist",/sites/sweden/alby-oland,1,1,1,33,2,0,0
Ali Kosh | Iran | Archaeolist,/sites/iran/ali-kosh,1,1,1,5,1,0,0
Ali-Sadr Cave | Iran | Archaeolist,/sites/iran/ali-sadr-cave,1,1,1,0,3,0,0
Alicante | Spain | Archaeolist,/sites/spain/alicante,1,1,1,34,1,0,0
Allar Cave | Azerbaijan | Archaeolist,/sites/azerbaijan/allar-cave,1,1,1,0,3,0,0
Almsworthy Common | United Kingdom | Archaeolist,/sites/united-kingdom/almsworthy-common,1,1,1,6,4,0,0
Altes Lager (Menzlin) | Germany | Archaeolist,/sites/germany/altes-lager-menzlin,1,1,1,9,2,0,0
Altteureu Airfield | South Korea | Archaeolist,/sites/south-korea/altteureu-airfield,1,1,1,3,5,0,0
Altyndepe | Turkmenistan | Archaeolist,/sites/turkmenistan/altyndepe,1,1,1,0,3,0,0
Amathus | Cyprus | Archaeolist,/sites/cyprus/amathus,1,1,1,0,3,0,0
Amol | Iran | Archaeolist,/sites/iran/amol,1,1,1,4,5,0,0
Anahuacalli Museum | Mexico | Archaeolist,/sites/mexico/anahuacalli-museum,1,1,1,0,3,0,0
Anbar (town) | Iraq | Archaeolist,/sites/iraq/anbar-town,1,3,0.3333333333333333,8.333333333333334,5,0,0
Ancient Ferrous Metallurgy Sites of Burkina Faso | Burkina Faso | Archaeolist,/sites/burkina-faso/ancient-ferrous-metallurgy-sites-of-burkina-faso,1,1,1,0,4,0,0
Ancient Ostra | Italy | Archaeolist,/sites/italy/ancient-ostra,1,1,1,0,3,0,0
"Ancient Temple, Ladhoo | India | Archaeolist",/sites/india/ancient-temple-ladhoo,1,1,1,4,5,0,0
Ancient Thera | Greece | Archaeolist,/sites/greece/ancient-thera,1,2,0.5,19,4,0,0
Anderson Marsh State Historic Park | United States | Archaeolist,/sites/united-states/anderson-marsh-state-historic-park,1,1,1,2,5,0,0
"Anjar, Lebanon | Lebanon | Archaeolist",/sites/lebanon/anjar-lebanon,1,1,1,26,5,0,0
Anshan (Persia) | Iran | Archaeolist,/sites/iran/anshan-persia,1,1,1,6,3,0,0
Antioch on the Maeander | Turkey | Archaeolist,/sites/turkey/antioch-on-the-maeander,1,1,1,0,5,0,0
"Antiville, County Antrim | United Kingdom | Archaeolist",/sites/united-kingdom/antiville-county-antrim,1,1,1,12,5,0,0
Antonia Fortress | Israel | Archaeolist,/sites/israel/antonia-fortress,1,1,1,0,1,0,0
Antonine Wall | United Kingdom | Archaeolist,/sites/united-kingdom/antonine-wall,1,1,1,2,1,0,0
Anubanini kaya kabartması | İran | Arkeolog,/sites/iran/anubanini-rock-relief,1,1,1,0,3,0,0
Anyang funerary bed | China | Archaeolist,/sites/china/anyang-funerary-bed,1,1,1,0,3,0,0
Aoudaghost | Mauritania | Archaeolist,/sites/mauritania/aoudaghost,1,1,1,47,4,0,0
Apamea (Phrygia) | Turkey | Archaeolist,/sites/turkey/apamea-phrygia,1,1,1,7,4,0,0
Apliki | Cyprus | Archaeolist,/sites/cyprus/apliki,1,1,1,0,3,0,0
Apollonia (Cyrenaica) | Libya | Archaeolist,/sites/libya/apollonia-cyrenaica,1,1,1,8,4,0,0
Apollonia Salbaces | Turkey | Archaeolist,/sites/turkey/apollonia-salbaces,1,1,1,7,2,0,0
Apple Island (Michigan) | United States | Archaeolist,/sites/united-states/apple-island-michigan,1,1,1,0,3,0,0
Aquae Helveticae | Switzerland | Archaeolist,/sites/switzerland/aquae-helveticae,1,1,1,13,1,0,0
Aquae Iasae | Croatia | Archaeolist,/sites/croatia/aquae-iasae,1,1,1,0,3,0,0
Arachalur Musical Inscription | India | Archaeolist,/sites/india/arachalur-musical-inscription,1,1,1,0,3,0,0
Archaeolist,/sites/afghanistan/dilberjin-tepe,1,1,1,0,2,0,0
Archaeolist,/sites/algeria/cherchell,1,1,1,0,2,0,0
Archaeolist,/sites/armenia/areni,1,1,1,0,3,0,0
Archaeolist,/sites/egypt/armant-egypt,1,1,1,0,4,0,0
Archaeolist,/sites/ethiopia/yeha,1,1,1,650,3,0,0
Archaeolist,/sites/india/santa-cruz-cathedral-basilica-kochi,1,1,1,2,2,0,0
Archaeolist,/sites/italy/latium-adjectum,1,1,1,0,2,0,0
Archaeolist,/sites/kenya/lamu,1,1,1,0,3,0,0
Archaeolist,/sites/lebanon/chamaa,1,1,1,0,2,0,0
Archaeolist,/sites/peru/cusco,1,1,1,0,3,0,0
Archaeolist,/sites/peru/machu-picchu,1,1,1,0,2,0,0
Archaeolist,/sites/serbia/karaburma,1,1,1,0,4,0,0
Archaeolist,/sites/spain/seville,1,1,1,0,2,0,0
Archaeolist,/sites/syria/khanasir,1,1,1,0,4,0,0
Archaeolist,/sites/ukraine/kerch,1,1,1,0,2,0,0
Archaeological Area of Poggio del Molino | Italy | Archaeolist,/sites/italy/archaeological-area-of-poggio-del-molino,1,1,1,1,5,0,0
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn | Oman | Archaeolist",/sites/oman/archaeological-sites-of-bat-al-khutm-and-al-ayn,1,1,1,31,2,0,0
Archaeological site of Cabeço do Vouga | Portugal | Archaeolist,/sites/portugal/archaeological-site-of-cabeco-do-vouga,1,1,1,15,1,0,0
"Archaeology Museum, Pasca | Colombia | Archaeolist",/sites/colombia/archaeology-museum-pasca,1,1,1,0,3,0,0
Archaeology of Zilum | Nigeria | Archaeolist,/sites/nigeria/archaeology-of-zilum,1,2,0.5,6,2,0,0
Archeolog,/,1,1,1,19,2,0,0
Archeologische vindplaatsen in Iran | Archeoloog,/sites/iran,1,1,1,21,1,0,0
Archäologische Stätten in Deutschland | Archäologe,/sites/germany,1,1,1,162,1,0,0
Argidava | Romania | Archaeolist,/sites/romania/argidava,1,1,1,5,1,0,0
Ariyannur Umbrellas | India | Archaeolist,/sites/india/ariyannur-umbrellas,1,1,1,0,3,0,0
Arkeologi,/,1,1,1,441,4,0,0
"Armant, Egypt | Egypt | Archaeolist",/sites/egypt/armant-egypt,1,1,1,6,3,0,0
Armavir (ancient city) | Armenia | Archaeolist,/sites/armenia/armavir-ancient-city,1,1,1,0,3,0,0
"Arpad, Syria | Syria | Archaeolist",/sites/syria/arpad-syria,1,1,1,152,2,0,0
Arqa | Lebanon | Archaeolist,/sites/lebanon/arqa,1,1,1,0,3,0,0
Arqueólogo,/,1,1,1,0,3,0,0
Arslan Tash | Syria | Archaeolist,/sites/syria/arslan-tash,1,1,1,3,4,0,0
Arthur's O'on | United Kingdom | Archaeolist,/sites/united-kingdom/arthurs-oon,1,1,1,0,3,0,0
Aruchavank | Armenia | Archaeolist,/sites/armenia/aruchavank,1,1,1,0,4,0,0
Arusha Region Archaeological Sites | Archaeolist,/sites/arusha-region,1,1,1,0,3,0,0
Arutela | Romania | Archaeolist,/sites/romania/arutela,1,1,1,6,4,0,0
Ashkelon National Park | Israel | Archaeolist,/sites/israel/ashkelon-national-park,1,1,1,0,1,0,0
Ashtishat | Turkey | Archaeolist,/sites/turkey/ashtishat,1,1,1,0,1,0,0
Askeaton Abbey | Ireland | Archaeolist,/sites/ireland/askeaton-abbey,1,1,1,0,3,0,0
Aslantepe Tumulus | Turkey | Archaeolist,/sites/turkey/aslantepe-tumulus,1,1,1,0,3,0,0
Asseburg (castle) | Germany | Archaeolist,/sites/germany/asseburg-castle,1,1,1,0,3,0,0
Astale | Greece | Archaeolist,/sites/greece/astale,1,1,1,0,3,0,0
Asurgarh | India | Archaeolist,/sites/india/asurgarh,1,1,1,0,3,0,0
Atacama Giant | Chile | Archaeolist,/sites/chile/atacama-giant,1,1,1,0,3,0,0
Atella | Italy | Archaeolist,/sites/italy/atella,1,1,1,0,3,0,0
Athens | Greece | Archaeolist,/sites/greece/athens,1,2,0.5,7,4,0,0
Athribis | Egypt | Archaeolist,/sites/egypt/athribis,1,1,1,0,3,0,0
Atlantic Trading Estate | United Kingdom | Archaeolist,/sites/united-kingdom/atlantic-trading-estate,1,1,1,3,4,0,0
Atlit Yam | Israel | Archaeolist,/sites/israel/atlit-yam,1,1,1,33,4,0,0
Augusta Raurica | Switzerland | Archaeolist,/sites/switzerland/augusta-raurica,1,1,1,4,4,0,0
Avaldsnes Kongsgård estate | Norway | Archaeolist,/sites/norway/avaldsnes-kongsgard-estate,1,1,1,33,1,0,0
Axus | Greece | Archaeolist,/sites/greece/axus,1,1,1,1,5,0,0
Ayn al-Zara | Jordan | Archaeolist,/sites/jordan/ayn-al-zara,1,1,1,3,4,0,0
Ayutthaya Historical Park | Thailand | Archaeolist,/sites/thailand/ayutthaya-historical-park,1,1,1,6,4,0,0
"Aïn Turk, Bouïra | Algeria | Archaeolist",/sites/algeria/ain-turk-bouira,1,1,1,0,3,0,0
Bachinagudda | India | Archaeolist,/sites/india/bachinagudda,1,1,1,27,2,0,0
Badda (Somalia) | Somalia | Archaeolist,/sites/somalia/badda-somalia,1,1,1,0,3,0,0
Baiheliang | China | Archaeolist,/sites/china/baiheliang,1,1,1,0,3,0,0
Baishiya Karst Cave | China | Archaeolist,/sites/china/baishiya-karst-cave,1,1,1,8,4,0,0
Balasagun | Kyrgyzstan | Archaeolist,/sites/kyrgyzstan/balasagun,1,1,1,26,4,0,0
Balberta | Guatemala | Archaeolist,/sites/guatemala/balberta,1,1,1,0,3,0,0
Ballykeel Dolmen | United Kingdom | Archaeolist,/sites/united-kingdom/ballykeel-dolmen,1,1,1,0,3,0,0
Ballylarkin Church | Ireland | Archaeolist,/sites/ireland/ballylarkin-church,1,1,1,0,1,0,0
Ballynageeragh Portal Tomb | Ireland | Archaeolist,/sites/ireland/ballynageeragh-portal-tomb,1,1,1,0,1,0,0
Balrath Cross | Ireland | Archaeolist,/sites/ireland/balrath-cross,1,1,1,1,2,0,0
Balt Moor Wall | United Kingdom | Archaeolist,/sites/united-kingdom/balt-moor-wall,1,1,1,0,3,0,0
Bambata Cave | Zimbabwe | Archaeolist,/sites/zimbabwe/bambata-cave,1,1,1,12,1,0,0
Banc Du | United Kingdom | Archaeolist,/sites/united-kingdom/banc-du,1,1,1,4,5,0,0
Banc d'Arguin National Park | Mauritania | Archaeolist,/,1,1,1,34,2,0,0
Banc d'Arguin National Park | Mauritania | Archaeolist,/sites/mauritania/banc-darguin-national-park,1,1,1,152,2,0,0
Bant (Omdurman) | Sudan | Archaeolist,/sites/sudan/bant-omdurman,1,1,1,0,3,0,0
Baradla cave | Hungary | Archaeolist,/sites/hungary/baradla-cave,1,1,1,0,3,0,0
Baraqish | Yemen | Archaeolist,/sites/yemen/baraqish,1,1,1,1,4,0,0
Bardak Siah Palace | Iran | Archaeolist,/sites/iran/bardak-siah-palace,1,1,1,8,1,0,0
"Barisha, Harem District | Syria | Archaeolist",/sites/syria/barisha-harem-district,1,1,1,0,3,0,0
Barnenez | France | Archaeolist,/sites/france/barnenez,1,1,1,0,3,0,0
Barragem Romana do Pego da Moura | Portugal | Arqueólogo,/sites/portugal/roman-dam-of-pego-da-moura,1,1,1,119,3,0,0
Barran Temple | Yemen | Archaeolist,/sites/yemen/barran-temple,1,1,1,0,3,0,0
Barriles | Panama | Archaeolist,/sites/panama/barriles,1,1,1,60,4,0,0
Barry Troglodyte Village | France | Archaeolist,/sites/france/barry-troglodyte-village,1,1,1,16,2,0,0
Bartlow Hills | United Kingdom | Archaeolist,/sites/united-kingdom/bartlow-hills,1,1,1,0,5,0,0
Barton Creek Cave | Belize | Archaeolist,/sites/belize/barton-creek-cave,1,1,1,0,3,0,0
Barus | Indonesia | Archaeolist,/sites/indonesia/barus,1,1,1,19,3,0,0
Barç | Albania | Archaeolist,/sites/albania/barc,1,1,1,0,3,0,0
Basilica of Saint Michael | Albania | Archaeolist,/sites/albania/basilica-of-saint-michael,1,1,1,0,3,0,0
Bastam Citadel | Iran | Archaeolist,/sites/iran/bastam-citadel,1,1,1,2,2,0,0
Baturyn Fortress Citadel | Ukraine | Archaeolist,/sites/ukraine/baturyn-fortress-citadel,1,1,1,4,1,0,0
Bayer's Lake Mystery Walls | Canada | Archaeolist,/sites/canada/bayers-lake-mystery-walls,1,1,1,0,3,0,0
Baysamun | Israel | Archaeolist,/sites/israel/baysamun,1,1,1,28,5,0,0
Beamish Museum | United Kingdom | Archaeolist,/sites/united-kingdom/beamish-museum,1,1,1,0,4,0,0
Bedd Taliesin | United Kingdom | Archaeolist,/sites/united-kingdom/bedd-taliesin,1,1,1,5,5,0,0
Beer Quarry Caves | United Kingdom | Archaeolist,/sites/united-kingdom/beer-quarry-caves,1,1,1,1,5,0,0
Beit Guvrin-Maresha National Park | Israel | Archaeolist,/sites/israel/beit-guvrin-maresha-national-park,1,1,1,9,1,0,0
Beit She'an | Israel | Archaeolist,/sites/israel/beit-shean,1,1,1,0,3,0,0
Beit She'arim (Roman-era Jewish village) | Israel | Archaeolist,/sites/israel/beit-shearim-roman-era-jewish-village,1,1,1,4,1,0,0
Belarus Archaeological Sites | Archaeolist,/sites/belarus,1,1,1,0,3,0,0
Belcarra Regional Park | Canada | Archaeolist,/sites/canada/belcarra-regional-park,1,1,1,0,3,0,0
"Belle Island (Kingston, Ontario) | Canada | Archaeolist",/sites/canada/belle-island-kingston-ontario,1,1,1,0,3,0,0
Belvoir (plantation) | United States | Archaeolist,/sites/united-states/belvoir-plantation,1,1,1,16,4,0,0
Berthouville Treasure | France | Archaeolist,/sites/france/berthouville-treasure,1,1,1,17,2,0,0
Beruas | Malaysia | Archaeolist,/sites/malaysia/beruas,1,1,1,29,4,0,0
Berytus | Lebanon | Archaeolist,/sites/lebanon/berytus,1,1,1,51,5,0,0
Besh-Ba-Gowah | United States | Archaeolist,/sites/united-states/besh-ba-gowah,1,1,1,10,4,0,0
Bewys Cross | United Kingdom | Archaeolist,/sites/united-kingdom/bewys-cross,1,1,1,2,4,0,0
Beycesultan | Turkey | Archaeolist,/sites/turkey/beycesultan,1,1,1,4,5,0,0
"Bhagwanpura, Haryana | India | Archaeolist",/sites/india/bhagwanpura-haryana,1,1,1,3,4,0,0
Bharhut | India | Archaeolist,/sites/india/bharhut,1,1,1,1,5,0,0
Bibi Ka Maqbara | India | Archaeolist,/sites/india/bibi-ka-maqbara,1,1,1,7,1,0,0
Bidaa Bint Saud | the United Arab Emirates | Archaeolist,/sites/the-united-arab-emirates/bidaa-bint-saud,1,2,0.5,8,5,0,0
Bir Kiseiba | Egypt | Archaeolist,/sites/egypt/bir-kiseiba,1,1,1,0,3,0,0
Bir al-Maksur | Israel | Archaeolist,/sites/israel/bir-al-maksur,1,1,1,0,3,0,0
Bir-Abdallah | Tunisia | Archaeolist,/sites/tunisia/bir-abdallah,1,1,1,0,3,0,0
Birds Mosaic (Caesarea) | Israel | Archaeolist,/sites/israel/birds-mosaic-caesarea,1,1,1,19,4,0,0
Birka | Sweden | Archaeolist,/sites/sweden/birka,1,1,1,36,1,0,0
"Bithia, Italy | Italy | Archaeolist",/sites/italy/bithia-italy,1,1,1,0,3,0,0
